grade,review
negative,"Это было очень скучно. Все первое отделение - это чтение книги в слух. Актеры что-то пытались изображать. Задумка режиссёра осталась непонятной. Зрители уходили во время действия первого отделения, не дожидаясь антракта. В антракте ушла и я."
negative,"Спектакль с перых минут вызвал недоумение.Вышли двое операторов в чёрном (задом к зрителю) перекрывших актеров снимали крупные планы и выводили на экран.Сначала было терпимо, но со временем стало непонятно, зачем мы пришли в театр смотреть дешевый сериал. Для нас осталось загадкой, почему мужскую роль отдали женщине.Нет погружения в спектакль.Нас было 6 человек, заплатив немало за билеты, пришлось уйти в антракте .Больше на эти эксперименты ни ногой!"
negative,Ни о чем. Зря потраченное время. Удивительные Пустота и бессмысленность. И бездарность постановки. Полное разочарование.
negative," Хуже я ещё ничего не видела в Театре.док: безалаберный текст, несуразный мат, который даже не смотрится в данном контексте. О чем вообще спектакль? Зритель молча покинул зал , без обсуждения этой ерунды. Не тратьте деньги и время. "
negative," Спектакль «Смерть Тарелкина» смотрел в Новосибирском театре ""Красный факел"" как 3_ий спектакль трилогии. В наше время сжатых объемов обмена информации развернутые картины вызывают напряжение тем более, что они негативного характера, что для людей, настроенных на развлекуху, а не на интеллектуальное восприятие жизни производит гнетущее, отталкивающее впечатление и непонимание сути произведения. Это в некотором смысле минус, более условный потому, что для таких людей все, что им не нравится отметается ими как ""бред"" и ""демагогия"". Использование в спектакле проекционной техники - мощный ресурс, позволяющий ставить очень сильные акценты, но которым надо пользоваться осторожно чтобы не сбивать впечатления зрителей от непосредственного функционирования актеров живой сцены. Спектакль затрагивает очень актуальные проблемы до философской глубины и на сегодняшнее время является очень важным для общества. Однако, для общества фиксация, разработка существующих проблем, даже каких-то углубленных их причин, уже мало и требуются предложения вариантов их решения, а это существенно труднее, так как реальные варианты скомпрометированы прямолинейностью реализации и прессингом эгоизма врагов и ущербных. В целом хочется выразить творцам уважение и признательность решением взяться за предложенные проблемы и пожелания в совершенстве, расширении этого пути не только в раскрытии, но и решения их не смотря на замеченные трудности, а зрителям - кроме стремления к эмоциональному, еще и к интеллектуальному развитию. "
negative," Видела давно в оригинале-первом составе актёров. Спектакль гениальный! Настоящее театральное действо, соответствующее законам жанра и театрального искусства. Всё актёры великолепны. В период самоизоляции смотрим именно этот замечательный состав актёров. Спасибо каналу ""Культура"" за новую встречу с великим искусством. "
negative,"Приехали специально из другого города на этот спектакль. Предвкушая наслаждение от спектакля,гуляли по Москве, и ждали чего-то особенного.Но....Не случилось. Первое впечатление- как жалко людей, сидящих на первых рядах.... Они смотрят этот спектакль за наши же 1500. В первой половине хотелось спать. ......Сильно....................Где сюжет, который захватывает зрителя? Пришлось думать, что я чего-то не понимаю, и это задумка режиссера..Но во второй половине спектакля сюжет развернулся. Все запели (Добронравов со своей""супругой"") ""заюморили"" и вроде все пошло.... Но в конце спектакля.... Это все к юбилею ........ ?! Я понимаю, но. Это как-то отдельно должно быть. А не во время  спектакляВсе играли хорошо. Актеры молодцы.."
negative,Абсолютная чушь! Бездарный сценарий! Даже известные актеры не спасли ситуацию. Не понимаю зачем они соглашаются играть такую тупость. Не советую тратить Ваше время и деньги.
negative,"Был на спектакле, запомнились яркие костюмы, люди начали уходить через 25 мин , еще в первой половине, очень примитивно, скучно, пустота, очень расстроен , не рекомендую."
negative,"Разочарование! Бывала в этом театре на многих спектаклях и не ожидала увидеть такую пошлость. Были компанией из 6 человек, надеялись получить заряд новогоднего настроения, не получилось. Ни мистерии, ни бала не увидели. Ушли, не стали дожидаться даже антракта."
negative,"Сходили с мужем по совету знакомых,ни сколько не пожалели. Смеялись до слез. Лёгкая ненавязчивая комедия для взрослых.Игра актеров великолепна. Советую посмотреть от души отдохнуть."
negative," Неуместные кривляния, суета, в общем изо всех сил пыталась получить хоть сколько-нибудь эмоций и впечатлений, но нет, это худшее, что я видела на сегодняшний день. "
negative,"Мы посетили театр «Современник». Интересное описание и восторженные отзывы поспособствовали покупке билетов на спектакль «Первый хлеб». Сказать, что я была в шоке - ничего не сказать. С чего бы начать… Театр в моем понимании - это искусство, помогающее духовно развиваться.. И это точно противоречит отборному мату, который пронизывал весь спектакль. Удивительно, что такие нарядные, утонченные леди со своими брутальными кавалерами гоготали над пошловатым юмором. Впрочем, такому контингенту скажи слово «жопа» и им уже станет весело. Далее сам сюжет.. Даня хочет уехать контрактником на войну. При этом его хотят женить на «залетевшей» ПТУшнице, брат которой влюблён в этого Даню. Да-да, именно брат! На сцене он страстно целует Даню, после чего тот отправляется на войну (якобы потому что не умеет жить, а на войне ему будут говорить что делать). Его убивают. Влюблённый в Даню парень сокрушается, ведь он ждал того 5 лет. А бабушка Дани оплакивает внука на могиле своего мужа, которого в монологе называет «говнюком». Н-да, хорошая благодарность за чистое небо над головой после ВОВ. Вообщем, описывать все это безобразие не хочется. Мне стыдно больше даже не за постановку, а за то, что зал в конце аплодировал стоя. Чему?! Свободе слова?! Свободе выбора пола?! ЛГБТ?! Отсутствию мозгов, раз скучно живётся?! Отсутствию патриотизма?! Грустно… очень грустно…"
negative,"Хочется спросить, а что я сейчас посмотрела? Конечно, я предполагала, что в данном театре будет своеобразно, но до такой степени испоганить детский спектакль это нужно уметь!"
negative,"Ирина Горбачёва поддерживает донатами ВСУ. На ее донаты приобретаются оружие и боеприпасы. Которыми потом убивают наших солдат.  Каковы источники ее доходов?   Откуда берутся средства на ее зарплату? В том числе от продажи билетов. Граждане - поклонники её таланта,  вам действительно на это пофиг?"
negative,"Редкая бездарная постановка. Как артисты могли принять участие в подобном балагане, а постановщике упавшем на дно глубоко колодца безумия и говорить не стоит, а ведь одни имена только и являются заманухой на это позорище"
negative," Самая идиотская постановка. Крики, беготня, ужимки, пошленькие реплики и ничего общего с оригиналом. Одно разочарование. "
negative," Гениальные талантливые актрисы, талантливо стараются вытянуть слабый материал. Постановка, мизансцены продуманы, интересны настолько, сколько возможно в монологах, но содержание... Порок.. Какая-то завуалированная грязь с французским как бы шиком.. Жаль, жаль.. Не захватывает, послевкусие именно слабого , но с претензией, содержания. "
negative," Мельчает Малый: ставили спектакли по произведению Брежнева, теперь -- Мединского, кто следующий? Какая-нибудь ,,княгиня Марья Алексевна"" с Рублёвки? И это некогда ,,Второй Московский Университет""! Интересно, хоть один студент МГУ был хоть раз в Малом театре? "
negative,"Омерзительно. Господин Райхельгауз умудрился опошлить милые анекдоты про евреев. Анекдот это жанр, как песня, из которого слова не выкинешь, и не заменишь, и не добавишь. В анекдоте про виртуальность и реальность в середине прошлого века фигурировал «негр», как самый экзотичный и невозможный партнёр и, когда в спектакле заменяют на «бомж» и «инвалид»- это аморально, грязно и уж точно- не смешно. Милый анекдот «купи козу» растянут с перечислением всей бригады Бременских музыкантов. Пропала динамика, искрометность. И так 1,5 часа. При практически полной тишине в зале, да и актерам, кажется, было играть толи неловко, толи не интересно. Смотреть было скучно, осталось послевкусие халтуры."
negative," Разочарован. Не думал что такое ??идёт в столичном театре! Давно хотел увидеть этот спект. Я был крайне разочарован. Скучный текст разбавленный взмахами сена и всплесками воды хоть как то оживляет картинку безысходности. Я так и не понял в чем заключается гениальность этой постановки. Если этот спектакль шёл бы не в раскрученном театре Современник, а где нибудь в регионе, то вряд ли кто-то либо на него пойдёт. Театр должен быть живым, затрагивать твои душевные струны, быть актуальным, а здесь получилось, что хотелось выбежать из зала. После просмотра спектакля «Борис» Реж.Крымов сложно что то либо смотреть с интересом. На мой взгляд театр современник давно не современный) спектакли идут годами одни и те же. Кормушка, че! "
negative," Данную постановку я смотрел очень давно,но она у меня оставила не изгладимый след .Да,это и есть Платонов .Это Вам не веселая развлекалочка,это серьезное произведение .Оно бьет на чувства,на эмоции.И многим покажется это скучным .Значит,не доросли еще зрители до самой сути данного спектакля .Главное -настроиться на позитивную волну. Лично мне спектакль понравился .Но рекомендовать могу тем зрителям,кто читал Платонова "
negative,"Скучнейшая читка диалогов из романа от Сергея Женовача. Цвета нет, на сцене ничего не происходит, игра актеров ""трагично-комичная"". В зале все либо спят, либо листают Instagram."
negative,"Скучно и очень коротко, меньше 1,5 часа без антракта. Первую половину спектакля хочется уйти. Потом с появлением новых актеров действие оживляется, но в конце впечатление, что оно того не стоило. Заявлена комедия, но все немногочисленные шутки только про выпивку. "
negative,"К сожалению, потерянные деньги и время. Задранные цены, искусственно раскрученный интерес... и мы попались . Инородный спектакль для такого замечательного театра. Чувство досады и раздражения не покидает второй день! Тем , кто любит театр Фоменко и знает его спектакли, ходить не стоит. Поверьте на слово."
negative," Спектакли ""Маскарад"" и ""Люди как люди"" поставлены ОТВРАТИТЕЛЬНО ( декорации, игра актеров, режиссура). Антикультурная направленность. Жаль заслуженных артистов, что вынуждены принимать участие в этой вакханалии, собирая зрителя на бездарные постановки. ПРЗОР художественному руководителю! "
negative,"Примитивный сюжет и постановка, которую из всех сил пытаются вытащить действительно звезды кино и театра. Иногда кажется, что им и самим не очень удобно перед зрителями пол спектакля выпивать и обниматься... вопрос в том, что работать им надо ... а что еще играть!?"
negative, Легкая ненавязчивая постановка о любви с восточной аутентичностью Полины Агуреевой. Больше всего мне понравилось воплощение и женщины и Халифа-отца в исполнении Томаса Моцкуса. Мудро и гениально. 
negative," Попали на последний (перед снятием с репертуара) спектакль. Актеры играли именно, как последний раз, со 100-процентной отдачей. Поразили некоторые зрители, которые, видимо, в связи с Рождеством, пришли в театр пьяненькими и еще ухитрялись выпивать во время спектакля! Актерам-большое спасибо! "
negative,"Был два года назад, спасал коньяк. Больше смотрел на зрителей, наблюдая за реакцией на это отвратительное зрелище, Климовой не было, была Волкова."
negative,"Абсолютно бездарная постановка и игра актеров,повелась на участие Ароновой и очень зря.Пошло и не интересно."
negative," Как же я скучаю по этому удивительному, ни на какие другие не похожему спектаклю! Один из немногих радостей и лучей света в театральной Москве. Умный, тонкий, бесшабашный, залихватский, юморной, грустный, озорной, сумасшедший, безумный, серьезный... Текст до мурашек ритмичен и музыкален, актеры как камертон друг друга, самый лучший актерский состав Москвы. Увлекательнейшее путешествие по закоулкам памяти и бессознательного. Первый акт - проверка на совместимость, а дальше поэзия в чистом виде. 4 часа 40 минут восторга, переживаний и размышлений на недели вперед. ""Нас обжигает небытие"", и хочется снова любить и страдать. Вы не умерли, дорогие, вы замерли, а зрители замерли с вами. До новых встреч, они не за горами, я уверена! "
negative,"Ходили зимой. Не понравилось, скучно, нудно не смешно. Не понравилась игра актера Смирнова И., переигрывал, местами раздражал."
negative,"Очень понравилась игра актеров Хабаровых , но содержание недостойное уровня таких актеров ! Пошлятина"
negative,"Не понял, что это было. Описание интриговало, а реализация по мне на уровне капустника. Понравилось музыкальное оформление и отчасти хореография. Но в целом, не советую. Какофония символов и рифм."
negative," Гениальные талантливые актрисы, талантливо стараются вытянуть слабый материал. Постановка, мизансцены продуманы, интересны настолько, сколько возможно в монологах, но содержание... Порок.. Какая-то завуалированная грязь с французским как бы шиком.. Жаль, жаль.. Не захватывает, послевкусие именно слабого , но с претензией, содержания. "
negative,"История рваная - если не знать сюжет и персонажей можно очень легко потеряться и перестать понимать, что вообще происходит, выступление под фонограмму."
negative," Уже после 15 минут просмотра создалось ощущение, что театр натягивает зрителю на голову грязный вонючий сапог и при этом кормит грязным мылом. "
negative, Чудовищно :( Собственно сказать больше нечего: чудовищно. Актеры явно просто зарабатывают бабло. Пьеса пошлая. И даже драматически финал выглядел пошло 
negative,"Слишком много клоунады, устроили балаган, много суеты и шума."
negative,"От Стриндберга осталось чуть больше половины. Много отсебятины. Вместо натуралистической драмы получилась какая-то черная комедия.Все три персонажа не вызывают ничего, кроме отвращения."
negative,"Выскажу сугубо свое мнение: тем, кто смотрел гениальный фильм, смотреть категорически не рекомендую. Гордин старается копировать Любшина, взгляд режиссера на роль Агуреевой ужасен. Единственный персонаж за которым более менее интересно наблюдать - Катя. Пришли после спектакля и пересмотрели кино - совсем другой коленкор (шедевр)."
negative," Дешевый, пошлый водевиль, глупые шуточки и реплики в зал не относящиеся к спектаклю. Не поняла это режиссерская задумка или актеры так развлекаются??? «Денег нет, но вы держитесь» это к чему было сказано в этом спектакле? Наверно Аронова посчитала, что это очень смешно ??? ? "
negative,"Ушли после первого акта. Юмор дешёвого стендапа. Всё было неприятно: пошлые движения, жесты, текст актёров …"
negative,"Не смотря на самоотверженную игру актёров, спектакль получился скучный. Диалоги ни о чём, юмор средневековый, музыки мало, карнавала мало."
negative,"Был на спектакле, запомнились яркие костюмы, люди начали уходить через 25 мин , еще в первой половине, очень примитивно, скучно, пустота, очень расстроен , не рекомендую."
negative,"Неприятное действо, все время не покидала мысль, что употреблял режиссёр чтоб поставить сию мерзкую бессмысленную историю.Советую не тратит деньги и тем более время на этот спектакль , уж совершенно точно положительных эмоций не будет."
negative,"К сожалению, ожидания не оправдались. Сочувствия ни к одному из героев постановки не проснулось, мотивация героев не раскрыта, мистика, присутствующая и якобы придающая атмосферы, вставлена ни к месту. Вся постановка карикатурна и в текущих реалиях совершенно не актуальна. Ушли не дождавшись окончания, поскольку терпеть было невозможно (хотя мы пытались разглядеть в этом сюре смысл до последнего). Из зала ушли не только мы, но и другие люди. На протяжении всего спектакля нас сопровождала не связанная с сутью спектакля музыка. Также ни с того ни с сего в процессе действа пускали пар. Что этим хотели сказать - непонятно P.S. люди с чувствительным слухом, прошу, поберегите себя!!!"
